session_id,index,elapsed_time,event_name,name,level,page,room_coor_x,room_coor_y,screen_coor_x,screen_coor_y,hover_duration,text,fqid,room_fqid,text_fqid,fullscreen,hq,music,level_group
20090312431273200,42,46046,cutscene_click,basic,1,,133.97887,-85.715096,390.0,386.0,,Who wants to investigate the shirt artifact?,groupconvo,tunic.historicalsociety.entry,tunic.historicalsociety.entry.groupconvo,0,0,1,0-4
20090312431273200,43,47362,cutscene_click,basic,1,,125.93144,-83.374176,390.0,385.0,,Not Leopold here. He's been losing papers lately.,groupconvo,tunic.historicalsociety.entry,tunic.historicalsociety.entry.groupconvo,0,0,1,0-4
20090312431273200,44,48112,cutscene_click,basic,1,,123.7082,-80.06477,389.0,383.0,,Hey!,groupconvo,tunic.historicalsociety.entry,tunic.historicalsociety.entry.groupconvo,0,0,1,0-4
20090312431273200,45,49514,cutscene_click,basic,1,,117.00794,-76.79151,385.0,381.0,,"It's true, they do keep going missing lately.",groupconvo,tunic.historicalsociety.entry,tunic.historicalsociety.entry.groupconvo,0,0,1,0-4
20090312431273200,46,50144,cutscene_click,basic,1,,116.99719,-76.79056,385.0,381.0,,See?,groupconvo,tunic.historicalsociety.entry,tunic.historicalsociety.entry.groupconvo,0,0,1,0-4
20090312431273200,47,50794,cutscene_click,basic,1,,115.3654,-81.67535,384.0,384.0,,"Besides, I already figured out the shirt.",groupconvo,tunic.historicalsociety.entry,tunic.historicalsociety.entry.groupconvo,0,0,1,0-4
20090312431273200,48,52413,cutscene_click,basic,1,,113.73588,-84.93197,383.0,386.0,,It's a women's basketball jersey!,groupconvo,tunic.historicalsociety.entry,tunic.historicalsociety.entry.groupconvo,0,0,1,0-4
20090312431273200,49,52328,object_hover,basic,1,,,,,,7899.0,,groupconvo,tunic.historicalsociety.entry,,0,0,1,0-4
20090312431273200,50,57277,object_click,basic,1,,856.26935,69.7626,839.0,291.0,,,report,tunic.historicalsociety.entry,,0,0,1,0-4
20090312431273200,51,58244,object_click,close,1,,848.12756,401.9488,834.0,87.0,,,report,tunic.historicalsociety.entry,,0,0,1,0-4
20090312431273200,52,58845,cutscene_click,basic,1,,296.11227,-106.10067,495.0,399.0,,That settles it.,groupconvo,tunic.historicalsociety.entry,tunic.historicalsociety.entry.groupconvo,0,0,1,0-4
20090312431273200,53,59913,cutscene_click,basic,1,,294.48392,-106.10067,494.0,399.0,,"Wells, finish up your report.",groupconvo,tunic.historicalsociety.entry,tunic.historicalsociety.entry.groupconvo,0,0,1,0-4
20090312431273200,54,60161,cutscene_click,basic,1,,292.85553,-107.72903,493.0,400.0,,"Leopold, why don't you help me set up in the Capitol?",groupconvo,tunic.historicalsociety.entry,tunic.historicalsociety.entry.groupconvo,0,0,1,0-4
20090312431273200,55,60762,cutscene_click,basic,1,,286.34207,-106.10067,489.0,399.0,,We need to talk about that missing paperwork.,groupconvo,tunic.historicalsociety.entry,tunic.historicalsociety.entry.groupconvo,0,0,1,0-4
20090312431273200,56,61410,cutscene_click,basic,1,,284.7137,-106.10067,488.0,399.0,,"Will do, Boss.",groupconvo,tunic.historicalsociety.entry,tunic.historicalsociety.entry.groupconvo,0,0,1,0-4
20090312431273200,57,61960,cutscene_click,basic,1,,284.7137,-106.10067,488.0,399.0,,"Hey Jo, let's take a look at the shirt!",groupconvo,tunic.historicalsociety.entry,tunic.historicalsociety.entry.groupconvo,0,0,1,0-4
20090312431273200,58,62879,cutscene_click,basic,1,,201.66718,-185.89049,437.0,448.0,,undefined,groupconvo,tunic.historicalsociety.entry,tunic.historicalsociety.entry.groupconvo,0,0,1,0-4
20090312431273200,59,65459,cutscene_click,basic,1,,279.82864,6.2564244,485.0,330.0,,undefined,groupconvo,tunic.historicalsociety.entry,tunic.historicalsociety.entry.groupconvo,0,0,1,0-4
20090312431273200,60,66460,navigate_click,undefined,2,,320.03342,5.628519,488.0,325.0,,,boss,tunic.historicalsociety.entry,,0,0,1,0-4
20090312431273200,61,68110,person_click,basic,2,,129.29291,6.132435,425.0,321.0,,Your grampa is waiting for you in the collection room.,boss,tunic.historicalsociety.entry,tunic.historicalsociety.entry.boss.talktogramps,0,0,1,0-4
20090312431273200,62,68627,navigate_click,undefined,2,,115.84634,5.9393663,420.0,321.0,,,wells,tunic.historicalsociety.entry,,0,0,1,0-4
20090312431273200,63,69893,person_click,basic,2,,-6.2604575,-77.50281,344.0,374.0,,Why don't you go catch up with your grampa?,wells,tunic.historicalsociety.entry,tunic.historicalsociety.entry.wells.talktogramps,0,0,1,0-4
20090312431273200,64,70043,navigate_click,undefined,2,,-17.415499,-77.088844,337.0,374.0,,,,tunic.historicalsociety.entry,,0,0,1,0-4
20090312431273200,65,70694,navigate_click,undefined,2,,-226.25336,-105.12519,246.0,389.0,,,,tunic.historicalsociety.entry,,0,0,1,0-4
20090312431273200,66,71211,navigate_click,undefined,2,,-569.8583,-40.15484,94.0,347.0,,,,tunic.historicalsociety.entry,,0,0,1,0-4
20090312431273200,67,71943,navigate_click,undefined,2,,-471.4527,198.81537,250.0,203.0,,,directory,tunic.historicalsociety.entry,,0,0,1,0-4
20090312431273200,68,73927,object_click,close,2,,439.02344,416.0268,833.0,74.0,,,directory,tunic.historicalsociety.entry,,0,0,1,0-4
20090312431273200,69,74676,navigate_click,undefined,2,,-536.4119,64.45988,234.0,290.0,,,,tunic.historicalsociety.entry,,0,0,1,0-4
20090312431273200,70,75143,navigate_click,undefined,2,,-763.3862,-0.6447334,114.0,330.0,,,,tunic.historicalsociety.entry,,0,0,1,0-4
20090312431273200,71,75711,navigate_click,undefined,2,,-1013.38336,14.02488,11.0,321.0,,,tocollection,tunic.historicalsociety.entry,,0,0,1,0-4
20090312431273200,72,77926,cutscene_click,basic,2,,-79.87475,-81.48708,269.0,381.0,,What a fascinating artifact!,cs,tunic.historicalsociety.collection,tunic.historicalsociety.collection.cs,0,0,1,0-4
20090312431273200,73,79223,cutscene_click,basic,2,,-138.9949,5.876388,307.0,329.0,,undefined,cs,tunic.historicalsociety.collection,tunic.historicalsociety.collection.cs,0,0,1,0-4
20090312431273200,74,80211,cutscene_click,basic,2,,-17.900198,28.35166,424.0,317.0,,"Wow, that's so cool, Gramps!",cs,tunic.historicalsociety.collection,tunic.historicalsociety.collection.cs,0,0,1,0-4
20090312431273200,75,81192,cutscene_click,basic,2,,-28.706116,28.590218,418.0,317.0,,Can I take a closer look?,cs,tunic.historicalsociety.collection,tunic.historicalsociety.collection.cs,0,0,1,0-4
20090312431273200,76,82276,cutscene_click,basic,2,,-44.911057,30.070473,407.0,316.0,,Hmmm. Shouldn't you be doing your homework?,cs,tunic.historicalsociety.collection,tunic.historicalsociety.collection.cs,0,0,1,0-4
20090312431273200,77,82944,cutscene_click,basic,2,,-36.316624,24.317507,413.0,320.0,,It's already all done!,cs,tunic.historicalsociety.collection,tunic.historicalsociety.collection.cs,0,0,1,0-4
20090312431273200,78,83877,cutscene_click,basic,2,,-39.20982,25.758486,411.0,319.0,,"Plus, my teacher said I could help you out for extra credit!",cs,tunic.historicalsociety.collection,tunic.historicalsociety.collection.cs,0,0,1,0-4
20090312431273200,79,84876,cutscene_click,basic,2,,-34.89432,22.879992,414.0,321.0,,"Well, that's good enough for me.",cs,tunic.historicalsociety.collection,tunic.historicalsociety.collection.cs,0,0,1,0-4
20090312431273200,80,85893,cutscene_click,basic,2,,-36.33408,22.880032,413.0,321.0,,"Go ahead, take a peek at the shirt!",cs,tunic.historicalsociety.collection,tunic.historicalsociety.collection.cs,0,0,1,0-4
20090312431273200,81,87213,navigate_click,undefined,2,,53.57365,127.5641,439.0,239.0,,,tunic,tunic.historicalsociety.collection,,0,0,1,0-4
20090312431273200,82,87242,object_hover,basic,2,,,,,,400.0,,tunic,tunic.historicalsociety.collection,,0,0,1,0-4
20090312431273200,83,87877,object_click,basic,2,,-15.146277,12.135707,403.0,321.0,,,tunic,tunic.historicalsociety.collection,,0,0,1,0-4
20090312431273200,84,89383,object_click,basic,2,,125.33553,267.24536,502.0,144.0,,,tunic.hub.slip,tunic.historicalsociety.collection,,0,0,1,0-4
20090312431273200,85,89809,notification_click,basic,2,,-86.891235,-96.81514,355.0,397.0,,This looks like a clue!,,tunic.historicalsociety.collection,tunic.historicalsociety.collection.tunic.slip,0,0,1,0-4
20090312431273200,86,91725,notification_click,basic,2,,-48.10505,-91.04463,382.0,393.0,,I'll record this in my notebook.,,tunic.historicalsociety.collection,tunic.historicalsociety.collection.tunic.slip,0,0,1,0-4
20090312431273200,87,92242,object_hover,undefined,2,,,,,,3949.0,,tunic.hub.slip,tunic.historicalsociety.collection,,0,0,1,0-4
20090312431273200,88,93883,object_click,close,2,,615.45325,373.88,843.0,70.0,,,tunic,tunic.historicalsociety.collection,,0,0,1,0-4
20090312431273200,89,94710,navigate_click,undefined,2,,-112.88017,57.21334,337.0,290.0,,,gramps,tunic.historicalsociety.collection,,0,0,1,0-4
20090312431273200,90,95883,person_click,basic,2,,-60.442707,-253.88757,377.0,505.0,,Find anything?,gramps,tunic.historicalsociety.collection,tunic.historicalsociety.collection.gramps.found,0,0,1,0-4
20090312431273200,91,96092,person_click,basic,2,,-61.379513,-252.76064,377.0,504.0,,Yes! This old slip from 1916.,gramps,tunic.historicalsociety.collection,tunic.historicalsociety.collection.gramps.found,0,0,1,0-4
20090312431273200,92,96741,person_click,basic,2,,-63.213497,-252.89224,376.0,504.0,,I knew it!,gramps,tunic.historicalsociety.collection,tunic.historicalsociety.collection.gramps.found,0,0,1,0-4
20090312431273200,93,97342,person_click,basic,2,,-63.328743,-252.93068,376.0,504.0,,I'm not so sure that this is a basketball jersey.,gramps,tunic.historicalsociety.collection,tunic.historicalsociety.collection.gramps.found,0,0,1,0-4
20090312431273200,94,97991,person_click,basic,2,,164.05531,-199.68651,534.0,467.0,,"Wait, you mean Wells is wrong?!",gramps,tunic.historicalsociety.collection,tunic.historicalsociety.collection.gramps.found,0,0,1,0-4
20090312431273200,95,98859,person_click,basic,2,,277.75342,-166.58511,613.0,444.0,,Could be. But we need evidence!,gramps,tunic.historicalsociety.collection,tunic.historicalsociety.collection.gramps.found,0,0,1,0-4
20090312431273200,96,99459,person_click,basic,2,,368.43283,-176.66168,676.0,451.0,,Why don't you head to the Basketball Center and rustle up some clues?,gramps,tunic.historicalsociety.collection,tunic.historicalsociety.collection.gramps.found,0,0,1,0-4
20090312431273200,97,99958,person_click,basic,2,,368.43213,-176.66193,676.0,451.0,,Sure!,gramps,tunic.historicalsociety.collection,tunic.historicalsociety.collection.gramps.found,0,0,1,0-4
20090312431273200,98,100713,person_click,basic,2,,400.09848,-176.66203,698.0,451.0,,I'll be at the Capitol. Let me know if you find anything!,gramps,tunic.historicalsociety.collection,tunic.historicalsociety.collection.gramps.found,0,0,1,0-4
20090312431273200,99,101042,navigate_click,undefined,3,,400.09836,-175.22267,698.0,450.0,,,,tunic.historicalsociety.collection,,0,0,1,0-4
20090312431273200,100,101759,navigate_click,undefined,3,,590.6918,-139.60689,806.0,422.0,,,,tunic.historicalsociety.collection,,0,0,1,0-4
20090312431273200,101,102324,navigate_click,undefined,3,,638.63025,-138.92577,807.0,421.0,,,toentry,tunic.historicalsociety.collection,,0,0,1,0-4
20090312431273200,102,103491,navigate_click,undefined,3,,17.175558,-112.71816,750.0,391.0,,,,tunic.historicalsociety.entry,,0,0,1,0-4
20090312431273200,103,104309,navigate_click,undefined,3,,-0.13188975,-59.28658,706.0,357.0,,,,tunic.historicalsociety.entry,,0,0,1,0-4
20090312431273200,104,105058,navigate_click,undefined,3,,112.61815,-60.99276,704.0,361.0,,,,tunic.historicalsociety.entry,,0,0,1,0-4
20090312431273200,105,105775,navigate_click,undefined,3,,103.863976,77.12085,610.0,277.0,,,tostacks,tunic.historicalsociety.entry,,0,0,1,0-4
20090312431273200,106,108090,navigate_click,undefined,3,,55.0,-59.434544,495.0,372.0,,,,tunic.historicalsociety.stacks,,0,0,1,0-4
20090312431273200,107,108924,navigate_click,undefined,3,,-23.75521,162.4675,404.0,156.0,,,outtolunch,tunic.historicalsociety.stacks,,0,0,1,0-4
20090312431273200,108,109825,observation_click,basic,3,,14.357426,-156.2537,444.0,485.0,,Better check back later.,outtolunch,tunic.historicalsociety.stacks,tunic.historicalsociety.stacks.outtolunch,0,0,1,0-4
20090312431273200,109,110975,navigate_click,undefined,3,,9.854629,-307.77313,440.0,639.0,,,toentry,tunic.historicalsociety.stacks,,0,0,1,0-4
20090312431273200,110,113357,navigate_click,undefined,3,,716.98206,173.8218,774.0,218.0,,,tobasement,tunic.historicalsociety.entry,,0,0,1,0-4
20090312431273200,111,115890,navigate_click,undefined,3,,-165.14737,-60.32494,408.0,364.0,,,janitor,tunic.historicalsociety.basement,,0,0,1,0-4
20090312431273200,112,117142,observation_click,basic,3,,-7.493484,-61.71888,480.0,365.0,,Hmm. Button's still not working.,janitor,tunic.historicalsociety.basement,tunic.historicalsociety.basement.janitor,0,0,1,0-4
20090312431273200,113,117625,navigate_click,undefined,3,,143.24948,-18.506758,582.0,334.0,,,tocloset,tunic.historicalsociety.basement,,0,0,1,0-4
20090312431273200,114,119723,navigate_click,undefined,3,,-272.02908,-82.87281,468.0,410.0,,,,tunic.historicalsociety.closet,,0,0,1,0-4
20090312431273200,115,120191,navigate_click,undefined,3,,-48.97375,-123.0754,650.0,439.0,,,,tunic.historicalsociety.closet,,0,0,1,0-4
20090312431273200,116,120624,navigate_click,undefined,3,,-42.337982,-247.13164,604.0,555.0,,,,tunic.historicalsociety.closet,,0,0,1,0-4
20090312431273200,117,121324,navigate_click,undefined,3,,136.49463,-233.3831,665.0,521.0,,,,tunic.historicalsociety.closet,,0,0,1,0-4
20090312431273200,118,121857,navigate_click,undefined,3,,231.49068,-239.16034,669.0,521.0,,,,tunic.historicalsociety.closet,,0,0,1,0-4
20090312431273200,119,124623,navigate_click,undefined,3,,478.45535,-169.49277,719.0,447.0,,,teddy,tunic.historicalsociety.closet,,0,0,1,0-4
20090312431273200,120,126323,person_click,basic,3,,156.37898,-245.47603,270.0,525.0,,\u00f0\u0178\u02dc\u00b4,teddy,tunic.historicalsociety.closet,tunic.historicalsociety.closet.teddy.intro_0_cs_5,0,0,1,0-4
20090312431273200,121,126790,navigate_click,undefined,3,,111.94624,-234.41887,220.0,514.0,,,,tunic.historicalsociety.closet,,0,0,1,0-4
20090312431273200,122,127408,navigate_click,undefined,3,,-30.678526,-167.3071,144.0,446.0,,,,tunic.historicalsociety.closet,,0,0,1,0-4
20090312431273200,123,127990,navigate_click,undefined,3,,-187.45668,-219.39177,128.0,505.0,,,,tunic.historicalsociety.closet,,0,0,1,0-4
20090312431273200,124,128640,navigate_click,undefined,3,,-347.8889,132.7185,145.0,150.0,,,tobasement,tunic.historicalsociety.closet,,0,0,1,0-4
20090312431273200,125,130863,navigate_click,undefined,3,,-539.52057,-102.14312,26.0,394.0,,,toentry,tunic.historicalsociety.basement,,0,0,1,0-4
20090312431273200,126,133289,navigate_click,undefined,3,,955.51526,-12.021044,811.0,337.0,,,tomap,tunic.historicalsociety.entry,,0,0,1,0-4
20090312431273200,127,135124,map_hover,basic,3,,,,,,234.0,,tunic.historicalsociety,tunic.historicalsociety.entry,,0,0,1,0-4
20090312431273200,128,135256,map_hover,basic,3,,,,,,17.0,,tunic.kohlcenter,tunic.historicalsociety.entry,,0,0,1,0-4
20090312431273200,129,135990,map_click,undefined,3,,168.00264,-142.29013,263.0,417.0,,,tunic.kohlcenter,tunic.historicalsociety.entry,,0,0,1,0-4
20090312431273200,130,137223,navigate_click,undefined,3,,-667.9738,-76.0,329.0,406.0,,,,tunic.kohlcenter.halloffame,,0,0,1,0-4
20090312431273200,131,137956,navigate_click,undefined,3,,-594.61115,-18.0,365.0,348.0,,,,tunic.kohlcenter.halloffame,,0,0,1,0-4
20090312431273200,132,138673,navigate_click,undefined,3,,-750.8734,161.0,160.0,169.0,,,,tunic.kohlcenter.halloffame,,0,0,1,0-4
20090312431273200,133,139324,navigate_click,undefined,3,,-398.39594,-34.0,538.0,364.0,,,,tunic.kohlcenter.halloffame,,0,0,1,0-4
20090312431273200,134,139722,navigate_click,undefined,3,,-294.88602,-76.0,638.0,406.0,,,,tunic.kohlcenter.halloffame,,0,0,1,0-4
20090312431273200,135,140257,navigate_click,undefined,3,,-231.8017,-74.0,637.0,404.0,,,,tunic.kohlcenter.halloffame,,0,0,1,0-4
20090312431273200,136,140740,navigate_click,undefined,3,,-133.89095,-58.0,637.0,388.0,,,,tunic.kohlcenter.halloffame,,0,0,1,0-4
20090312431273200,137,141205,navigate_click,undefined,3,,-22.329237,-58.0,637.0,388.0,,,,tunic.kohlcenter.halloffame,,0,0,1,0-4
20090312431273200,138,141790,navigate_click,undefined,3,,120.047935,-57.0,660.0,387.0,,,,tunic.kohlcenter.halloffame,,0,0,1,0-4
20090312431273200,139,142456,navigate_click,undefined,3,,275.73938,-54.0,691.0,384.0,,,,tunic.kohlcenter.halloffame,,0,0,1,0-4
20090312431273200,140,142889,navigate_click,undefined,3,,357.4547,-53.0,692.0,383.0,,,,tunic.kohlcenter.halloffame,,0,0,1,0-4
20090312431273200,141,143672,navigate_click,undefined,3,,502.79327,-47.0,699.0,377.0,,,,tunic.kohlcenter.halloffame,,0,0,1,0-4
20090312431273200,142,144007,navigate_click,undefined,3,,545.6755,-47.0,699.0,377.0,,,,tunic.kohlcenter.halloffame,,0,0,1,0-4
20090312431273200,143,144805,navigate_click,undefined,3,,676.61316,89.0,729.0,241.0,,,plaque,tunic.kohlcenter.halloffame,,0,0,1,0-4
20090312431273200,144,147973,object_click,basic,3,,530.6016,-98.0,541.0,428.0,,,plaque.face.date,tunic.kohlcenter.halloffame,,0,0,1,0-4
20090312431273200,145,152513,notification_click,basic,3,,523.7322,-110.0,534.0,440.0,,That's it!,,tunic.kohlcenter.halloffame,tunic.kohlcenter.halloffame.plaque.face.date,0,0,1,0-4
20090312431273200,146,152721,notification_click,basic,3,,523.7323,-112.0,534.0,442.0,,The slip is from 1916 but the team didn't start until 1974!,,tunic.kohlcenter.halloffame,tunic.kohlcenter.halloffame.plaque.face.date,0,0,1,0-4
20090312431273200,147,153521,object_click,basic,3,,523.7323,-112.0,534.0,442.0,,,plaque,tunic.kohlcenter.halloffame,,0,0,1,0-4
20090312431273200,148,153655,object_hover,undefined,3,,,,,,6350.0,,plaque.face.date,tunic.kohlcenter.halloffame,,0,0,1,0-4
20090312431273200,149,154188,object_click,close,3,,792.7323,270.0,803.0,60.0,,,plaque,tunic.kohlcenter.halloffame,,0,0,1,0-4
20090312431273200,150,154971,cutscene_click,basic,3,,462.73233,-57.0,473.0,387.0,,Our shirt is too old to be a basketball jersey!,togrampa,tunic.kohlcenter.halloffame,tunic.kohlcenter.halloffame.togrampa,0,0,1,0-4
20090312431273200,151,155754,cutscene_click,basic,3,,337.73233,-49.0,348.0,379.0,,I need to get to the Capitol and tell Gramps!,togrampa,tunic.kohlcenter.halloffame,tunic.kohlcenter.halloffame.togrampa,0,0,1,0-4
20090312431273200,152,156239,navigate_click,undefined,4,,337.73233,-51.0,348.0,381.0,,,,tunic.kohlcenter.halloffame,,0,0,1,0-4
20090312431273200,153,156838,navigate_click,undefined,4,,30.196745,-51.0,95.0,381.0,,,,tunic.kohlcenter.halloffame,,0,0,1,0-4
20090312431273200,154,157439,navigate_click,undefined,4,,-157.07315,-65.0,35.0,395.0,,,,tunic.kohlcenter.halloffame,,0,0,1,0-4
20090312431273200,155,157972,navigate_click,undefined,4,,-301.80527,-72.0,34.0,402.0,,,,tunic.kohlcenter.halloffame,,0,0,1,0-4
20090312431273200,156,158683,navigate_click,undefined,4,,-467.56726,-51.0,33.0,381.0,,,,tunic.kohlcenter.halloffame,,0,0,1,0-4
20090312431273200,157,159021,navigate_click,undefined,4,,-606.0037,-50.0,33.0,380.0,,,,tunic.kohlcenter.halloffame,,0,0,1,0-4
20090312431273200,158,160023,navigate_click,undefined,4,,-761.668,30.0,19.0,300.0,,,,tunic.kohlcenter.halloffame,,0,0,1,0-4
20090312431273200,159,160705,navigate_click,undefined,4,,-920.23975,35.0,20.0,295.0,,,toentry,tunic.kohlcenter.halloffame,,0,0,1,0-4
